"id","name","path","extension","resource_type","size","hash","perceptual_hash","updated_at","created_at"
29,"hedge-large","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/hedge-large.fbx",".fbx","threedmodels","27264","07c71784ec7dbde38464996266e8e465188d7677985846e571d4db143901a1709fb3f5039dd6670d38a775c38b1a87456d388490f076f1bc763415da93bb859f",,"2025-08-11 08:07:09.362","2025-08-11 08:07:25.411"
30,"hedge","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/hedge.fbx",".fbx","threedmodels","27216","4c064c1459486e9c214e2eab3b43c8fd302c78c796fb8e36c44ca3b473be60781d3b760d38d09c33587d85b039715d49ee05b35fb963622cc53f6eff80f032cc",,"2025-08-11 08:07:09.367","2025-08-11 08:07:25.413"
31,"lantern","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/lantern.fbx",".fbx","threedmodels","29504","aef8a22c963c54d7ab8f318a92b550241f6c52191c1853a6135661a735dd852729f5f51ca39797474d76b424b4962d26b72f2198a82309983be27065bbd0847f",,"2025-08-11 08:07:09.373","2025-08-11 08:07:25.415"
32,"overhang","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/overhang.fbx",".fbx","threedmodels","26720","99a88963a83527cef6c6e1794634a16778fafdea371a94366f03096a800e138797df0f3bc83ea9f72080d07843dade13455104f235616f4f088fdd7507f4f285",,"2025-08-11 08:07:09.379","2025-08-11 08:07:25.417"
33,"pillar-stone","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/pillar-stone.fbx",".fbx","threedmodels","26560","da2ba20796938c750c0aef536c3c98bd1d1ddf3a12486509be7e01cb34b3f8e668756e3e7c6d216361f19f0c7394e5cf7ff6054dfcd978e7f8d6cb66e56e5afe",,"2025-08-11 08:07:09.385","2025-08-11 08:07:25.418"
34,"pillar-wood","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/pillar-wood.fbx",".fbx","threedmodels","25680","f40dee635eb72b2211652c8e006c4880fd3750de5cf82611b9f75c12ff30481b1805e44d325605d83c7d41a889b53f462853181399de839dd1e2dcb474cd21c7",,"2025-08-11 08:07:09.391","2025-08-11 08:07:25.42"
35,"planks-half","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/planks-half.fbx",".fbx","threedmodels","26640","109ec8e0c6eb9909d10b02ffa1f3c319e703eb09393b4eb1ba258e4886acac606df3774dd904b16bae800cf667a7d38d41da27d698c1c846e827fa679de4af51",,"2025-08-11 08:07:09.396","2025-08-11 08:07:25.422"
36,"planks-opening","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/planks-opening.fbx",".fbx","threedmodels","26496","7e01460e50cc272e5620051d688625caa447979a336f7ae3340f87ebf583a7cdfa93564fb8907f55ccc76b71e4560927b4501c4fd4110027e175e7a29303f1c0",,"2025-08-11 08:07:09.401","2025-08-11 08:07:25.424"
37,"planks","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/planks.fbx",".fbx","threedmodels","25392","69b9da1528c4717eeef5ec73adb4d0d7321e25d2d025654553dc257486ed6e82cd505c85036d0f2bf0293793f673eb98d257002df2b9aaaa1a2795a35c1a7684",,"2025-08-11 08:07:09.406","2025-08-11 08:07:25.426"
38,"poles-horizontal","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/poles-horizontal.fbx",".fbx","threedmodels","28464","6d7719a7f8a31ed0cf82b24f9be595135dd1e4e48e9f418345f7f77a42bf64f7125632b1d850728c9756a4ab0245443deb50d80518ae2c1f8131016226b06545",,"2025-08-11 08:07:09.411","2025-08-11 08:07:25.428"
39,"poles","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/poles.fbx",".fbx","threedmodels","27376","46d1fb9d7a9b47493b0ccde5bcc9c4da47f56b7122e3aa8cc097eba22ca9d3c899886fc86e42e7658d37ecfde4fdda660d7b19707b96a61f4bad098a703636a1",,"2025-08-11 08:07:09.415","2025-08-11 08:07:25.429"
40,"road-bend","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/road-bend.fbx",".fbx","threedmodels","33984","d677feef7a7f34e43ac90ae9521a6ab4bb3b70121befb9e38f98904d9137166ecb39ef5c121b5044bb8fffdd26978f137bef0fe8be947f9fcc7e456c9d5203d0",,"2025-08-11 08:07:09.421","2025-08-11 08:07:25.432"
41,"road-corner-inner","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/road-corner-inner.fbx",".fbx","threedmodels","29072","12409f273a8a1e0521c143419920ee86b9eeeec973b6884b52de5dfc4142d8c9190b134cc19473fb2a949bd9b2ad2f6afa3cdcd854105f9138064bd18a464d2b",,"2025-08-11 08:07:09.426","2025-08-11 08:07:25.434"
42,"road-corner","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/road-corner.fbx",".fbx","threedmodels","28992","bd6cd30f7cd027f91b93387bbef37e82240a91caf6ddbd9a5dcf2100cf818b52aeaa73a0050a6a19d64c872a5aadf52f743ab3d98b1e1165bae9fec77842cb2b",,"2025-08-11 08:07:09.432","2025-08-11 08:07:25.437"
43,"road-curb-end","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/road-curb-end.fbx",".fbx","threedmodels","27872","8e63d221b4e843a7aed694a65bed8eefc3ce2914b6124785ee652813e30896a62f0deba59ed66b423414816c4b6f2efcccee8a1d52d4c18c0ae9f517308e1a00",,"2025-08-11 08:07:09.437","2025-08-11 08:07:25.438"
44,"road-curb","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/road-curb.fbx",".fbx","threedmodels","27488","8e320e5f0827197f267b2750470a6e93c7e9898b6595a40159da178bf220ff620b4ad4d27c2546f8f714c2fec19111c9d03bf7fe2d9376894a857c4ecc912492",,"2025-08-11 08:07:09.441","2025-08-11 08:07:25.44"
45,"road-edge-slope","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/road-edge-slope.fbx",".fbx","threedmodels","28000","8ea9fbfcdd4cf1254ad8ae424e1262eb30237fb358e1f3e1813a617556fd7b2ef0367bf44d28b844b03551c1020f8494196950079dd1ee0b77dc493021aa17d3",,"2025-08-11 08:07:09.448","2025-08-11 08:07:25.441"
46,"road-edge","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/road-edge.fbx",".fbx","threedmodels","27584","d7f6c71aa09cad5d6056c583d0bad7f09fcee19f6b383dcc7e164fb45b53d03cf1c262f169e1a1254426fc793a6f0cb9125b0afaa26fb307b1c103f9ee518059",,"2025-08-11 08:07:09.453","2025-08-11 08:07:25.444"
47,"road-slope","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/road-slope.fbx",".fbx","threedmodels","27488","b2d2e1896daae7598c500ac6c1cccccc8b3ac492b1d8ea1f0b5c1a7fc9437b44f61f77f8f8d47f8057837fd1e8b265b7111b3bca2d5af42405598086a2657210",,"2025-08-11 08:07:09.458","2025-08-11 08:07:25.445"
48,"road","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/road.fbx",".fbx","threedmodels","27472","46491903c9cbb9e40a74139c1b56912312c8b2747cc721b3958bdca7214c61eb1fd08743a1cac17cbbd8bf8bdb3e48cbfd83c5b3ed0d72e560848239f9f90ae6",,"2025-08-11 08:07:09.465","2025-08-11 08:07:25.447"
49,"rock-large","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/rock-large.fbx",".fbx","threedmodels","30368","0ccfdb19562ce9922effbc6e308494f3b1ec8bb6ae2529c367b1d4a3aa2b197063ad5d390d905d00c3031a7995683fd6f9b2614e1325791a0ca3e788f97a958d",,"2025-08-11 08:07:09.471","2025-08-11 08:07:25.449"
50,"rock-small","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/rock-small.fbx",".fbx","threedmodels","28128","064514b8d929cc6a46c344f0e27de7fe368d33b60315ce32fe05b79ba33a7d28f0e97cf02ac209c1c620278850b914564b759028c72bbe945fba24a803627eb8",,"2025-08-11 08:07:09.475","2025-08-11 08:07:25.451"
51,"rock-wide","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/rock-wide.fbx",".fbx","threedmodels","28784","eefab2fb949aa73f1b772c2157b37a4c71155e5aa3c313511ffedec54d0d54f4b3f186e43f7967b707eae3ba27a88f4563514ec359291a58257f6beb6daf969a",,"2025-08-11 08:07:09.481","2025-08-11 08:07:25.453"
52,"roof-corner-inner","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-corner-inner.fbx",".fbx","threedmodels","27888","7a001c008afac2217943e9a0e261cc2319b85be98bdec5061981f0d5f683dd866d14079c6ce590addb0eeea057bd7be9307a88a7e463a0e07fe5b48cc5a15951",,"2025-08-11 08:07:09.486","2025-08-11 08:07:25.455"
53,"roof-corner-round","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-corner-round.fbx",".fbx","threedmodels","26544","5794bce52b1c076045e43d95edf3cae104a2b600b08e3fd1667282c9dd240bc1fd7dcda78820f873b0cc833c781bce4f1f4407b400d6536481acab124c1dc76e",,"2025-08-11 08:07:09.491","2025-08-11 08:07:25.456"
54,"roof-corner","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-corner.fbx",".fbx","threedmodels","27824","b853c27a9cacd10249c10c5a5e0fa9cfba3ce6b6953cd7fa4a8d00a63029d60c321365a416058e6063e70a5de6593c92e43d1ce9356041597fe4da350d1a077a",,"2025-08-11 08:07:09.498","2025-08-11 08:07:25.457"
55,"roof-flat","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-flat.fbx",".fbx","threedmodels","26272","eeb91c13373383d193f47236a61f4476e511b1e5d71a31a468f87c8b3469c3bfb097a3703dd7c308b53a180218817e56af65e46dc549c4b02482268fc7f8ec6b",,"2025-08-11 08:07:09.503","2025-08-11 08:07:25.459"
56,"roof-gable-detail","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-gable-detail.fbx",".fbx","threedmodels","26272","56fbfc02e8f90537175df674e22176a024a31b90461642e0d9469d8d408f69d8a0871d94b0f1f87d04c3a49feffe52892caf9e357eb853707e7da4406e9e2401",,"2025-08-11 08:07:09.51","2025-08-11 08:07:25.461"
57,"roof-gable-end","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-gable-end.fbx",".fbx","threedmodels","25968","b524b3f033332bcd5c56ee17349d852e84220ad625d42316d90d387ceba49b8a139b62a74413712ccc65eba8e1944d0c92710064c19ded10d04c6a438d9e74fa",,"2025-08-11 08:07:09.514","2025-08-11 08:07:25.464"
58,"roof-gable-top","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-gable-top.fbx",".fbx","threedmodels","26304","2892db6ded54795310e5b4cded6749b6829ca6eaf07fd43c62d7e7a1ef7f7f014bce221199e7c9d7b15ae7014d3285193579e37d5d4ff7814be255ba43524b48",,"2025-08-11 08:07:09.522","2025-08-11 08:07:25.466"
59,"roof-gable","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-gable.fbx",".fbx","threedmodels","26848","ad36150a6035017cce9c46c6f2b0d03b537fe34e4256376613a25416102dea9d4f6b0b0ce81fba18d2fc5957d02fc77a2ce45d53a9f32aae15de08d1a19b6b23",,"2025-08-11 08:07:09.526","2025-08-11 08:07:25.468"
60,"roof-high-corner-round","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-high-corner-round.fbx",".fbx","threedmodels","27120","a9eef6fc76502f215fdd6f00c6f59532b31aef18436e6945424712efc229f43e08b285d8477dbcd2a163958c01270b50129d8edb48b60bc2175a8921556013de",,"2025-08-11 08:07:09.532","2025-08-11 08:07:25.47"
61,"roof-high-corner","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-high-corner.fbx",".fbx","threedmodels","27984","ff0603dfba715552e7f257b4a4d7b8fadbb5ceb2169834d4e0693d80e05ba88b29f22f8ac7243a5f62a2a9118c66c0e943d22e6702d200a335d5f85c0f05e179",,"2025-08-11 08:07:09.538","2025-08-11 08:07:25.472"
62,"roof-high-cornerinner","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-high-cornerinner.fbx",".fbx","threedmodels","27648","3785e7c2b383945712c01b192ece37d087d6302652733fe670365ce1d73ae015fca0d22fc2eb8c575a732e66b6e97ea6b661f51b27451123d8ed745800962edb",,"2025-08-11 08:07:09.543","2025-08-11 08:07:25.473"
63,"roof-high-flat","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-high-flat.fbx",".fbx","threedmodels","26272","d58fb392a2b762082e066e59c496daa201bcc8df5be468c99ee2ceb5e789c7caec0227f47fe28f09e8610bd66ea3da2dd577941ac582ac56193f016d5c9c0a9b",,"2025-08-11 08:07:09.548","2025-08-11 08:07:25.475"
64,"roof-high-gable-detail","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-high-gable-detail.fbx",".fbx","threedmodels","26464","24b8a7383fe4d8c01f7b2a8d1167594a52f1f175cd50501e0f5b7b43150a13a83e17d5cd2c90f23f3a391c710fbc3990f10bcbdcef4ac9a16a14472d2984fa63",,"2025-08-11 08:07:09.554","2025-08-11 08:07:25.477"
65,"roof-high-gable-end","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-high-gable-end.fbx",".fbx","threedmodels","26032","ec1a3e645a80ca25d2c2354e8310afe6147aec1cd3652e68ce113c5d79a4e6272bfd6156244308bda65dd40305e2cc13e318bada1c23a8286139f5bf711efd5f",,"2025-08-11 08:07:09.559","2025-08-11 08:07:25.479"
66,"roof-high-gable-top","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-high-gable-top.fbx",".fbx","threedmodels","26240","ff47862a907a21fba6bb22497393e527fb0a836c11f18d8e8a1a803f1240a4dc82fee7be7f1060001227692a049ff7270c72668079712aa6ada042899e7a0aa0",,"2025-08-11 08:07:09.564","2025-08-11 08:07:25.481"
67,"roof-high-gable","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-high-gable.fbx",".fbx","threedmodels","26800","44007b2b35a8733e4f4467765194045ded5f741906f0982af288ea5790df31e8eb73fcc8903a3cd9fc972ed07f9e5afb3af047f6ccfd2f174dec85093113a4af",,"2025-08-11 08:07:09.569","2025-08-11 08:07:25.483"
68,"roof-high-left","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-high-left.fbx",".fbx","threedmodels","26800","e474a93e723d802f14eae2ba539c407ac047770b20ee0fe0d0c6af5354e24db387013f12896710900b4d1b5259b9bf0b3ea205125e97a075b321b673eca8445b",,"2025-08-11 08:07:09.575","2025-08-11 08:07:25.485"
69,"roof-high-point","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-high-point.fbx",".fbx","threedmodels","26752","b30fc38127387126221a1217f84244d495a34832b05b43325799fe32ff5215060ba02270c03f298a38b8514a61f88208cfa1663c2d8efdc1b3e4fdfc21090b88",,"2025-08-11 08:07:09.58","2025-08-11 08:07:25.486"
70,"roof-high-right","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-high-right.fbx",".fbx","threedmodels","26800","585c855a84993ec35a355dac2350c4b52d200e626a7996c0c12e6cd8a20e98bc6c0b64b5738c39abe3b8d114d111ed4857df76cdff0eb490299ff5713093ada3",,"2025-08-11 08:07:09.586","2025-08-11 08:07:25.488"
71,"roof-high-window","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-high-window.fbx",".fbx","threedmodels","29040","184d55458ebbe02c3dfe475815010fb981296cddd09c3550954c914b3f2ce127167dcc7ff485402c1bb9bc5db90c5012cc26b3eb44338685df46509e91cb0a37",,"2025-08-11 08:07:09.591","2025-08-11 08:07:25.49"
72,"roof-high","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-high.fbx",".fbx","threedmodels","26448","9cbabb72e1b477effcf9472a49db1d7693ebf47d0cdc74dcacf06e498a64af0db39c2f7306e0c68436660b0dd1f797575fba8f22cc134954f7ea4f026ad7f2d0",,"2025-08-11 08:07:09.597","2025-08-11 08:07:25.491"
73,"roof-left","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-left.fbx",".fbx","threedmodels","26768","601d06fb66efcbd95a52b34d6b55e178ac9fef36e9328ef48d245eb7d593e94ab03ce728c42c210c28f2224b3906f75bcf531180d3467fa8e0dd5c6c1809aa37",,"2025-08-11 08:07:09.603","2025-08-11 08:07:25.493"
74,"roof-point","/resources/threedmodels/kenney_fantasy-town-kit_2.0/Models/FBX format/roof-point.fbx",".fbx","threedmodels","26736","3fd791b03d043f82004ed590e873921e84f62293d44e65b6475e025b17912d18248c876b591ed018cf36dfd9bd7292484b892a88bf19e5a470cc7b5bc47ccc0e",,"2025-08-11 08:07:09.608","2025-08-11 08:07:25.495"
